index,type,type,name,usage(KB),total(KB),parentStack
254,  xanim,xanim,viewmodel_zombie_lower,2.5,2.5,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
255,  xanim,xanim,viewmodel_zombie_ads_down,0.2,0.2,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
256,  xanim,xanim,viewmodel_zombie_ads_up,0.2,0.2,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
257,  rawfile,rawfile,rumble/defaultweapon_fire,0.2,0.2,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
258,  rawfile,rawfile,rumble/defaultweapon_fire_h.rmb,0.2,0.2,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
259,  rawfile,rawfile,rumble/defaultweapon_fire_l.rmb,0.1,0.1,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
260,  rawfile,rawfile,rumble/defaultweapon_melee,0.2,0.2,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
261,  rawfile,rawfile,rumble/defaultweapon_melee_h.rmb,0.1,0.1,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
262,  rawfile,rawfile,rumble/defaultweapon_melee_l.rmb,0.1,0.1,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
263,      image,image,side_small,0.0,0.0,|reticle_side_small|material|sp/m1garand_gl_zombie_upgraded|weapon|../zone_source/mod.csv|csv
264,    material,material,reticle_side_small,0.0,0.1,|sp/m1garand_gl_zombie_upgraded|weapon|../zone_source/mod.csv|csv
265,      image,image,hud_colt,0.0,0.0,|hud_icon_colt|material|sp/zombie_colt_upgraded|weapon|../zone_source/mod.csv|csv
266,    material,material,hud_icon_colt,0.0,0.1,|sp/zombie_colt_upgraded|weapon|../zone_source/mod.csv|csv
267,  weapon,weapon,zombie_melee,0.4,0.6,|sp/zombie_melee|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
268,      image,image,mkfrag,0.0,0.0,|mc/mtl_riflegrenade_m9a1|material|viewmodel_zombie_m1garand_rifle_grenade_up_m7|xmodel|../zone_source/mod.csv|csv
269,    material,material,mc/mtl_weapon_mk2fraggrenade_high,0.2,0.2,|weapon_zombie_m1garand_rifle_grenade_up|xmodel|sp/m7_launcher_zombie_upgraded|weapon|../zone_source/mod.csv|csv
270,  xmodel,xmodel,viewmodel_usa_mk2_grenade,16.3,16.5,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
271,      image,image,~viewmodel_usa_raider_s-rgb&v~557d245d,0.0,0.0,|mc/mtl_viewmodel_raider_skin|material|viewmodel_hands_cloth|xmodel|sp/molotov|weapon|../zone_source/mod.csv|csv
272,      image,image,viewmodel_usa_raider_n,0.0,0.0,|mc/mtl_viewmodel_raider_skin|material|viewmodel_hands_cloth|xmodel|sp/molotov|weapon|../zone_source/mod.csv|csv
273,      image,image,viewmodel_usa_raider_c,0.0,0.0,|mc/mtl_viewmodel_raider_skin|material|viewmodel_hands_cloth|xmodel|sp/molotov|weapon|../zone_source/mod.csv|csv
274,    material,material,mc/mtl_viewmodel_raider_cloth,0.3,0.4,|viewmodel_hands_cloth|xmodel|sp/molotov|weapon|../zone_source/mod.csv|csv
275,    material,material,mc/mtl_viewmodel_raider_skin,0.3,0.3,|viewmodel_hands_cloth|xmodel|sp/molotov|weapon|../zone_source/mod.csv|csv
276,  xmodel,xmodel,viewmodel_hands_cloth,167.6,168.2,|sp/molotov|weapon|../zone_source/mod.csv|csv
277,  xmodel,xmodel,weapon_usa_mk2_grenade,22.1,22.1,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
278,  xmodel,xmodel,projectile_usa_mk2_grenade,15.5,15.5,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
279,  xanim,xanim,viewmodel_mk2_idle,1.5,1.5,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
280,  xanim,xanim,viewmodel_mk2_throw,2.6,2.6,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
281,  xanim,xanim,viewmodel_mk2_pullpin,5.3,5.3,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
282,  xanim,xanim,viewmodel_livegrenade_tossback,6.2,6.2,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
283,      image,image,center_cross,0.0,0.0,|reticle_center_cross|material|sp/molotov|weapon|../zone_source/mod.csv|csv
284,    material,material,reticle_center_cross,0.0,0.1,|sp/molotov|weapon|../zone_source/mod.csv|csv
285,      image,image,hud_us_grenade,0.0,0.0,|hud_us_grenade|material|sp/falling_hands|weapon|../zone_source/mod.csv|csv
286,    material,material,hud_us_grenade,0.0,0.0,|sp/falling_hands|weapon|../zone_source/mod.csv|csv
287,  weapon,weapon,fraggrenade,1.2,1.3,|sp/fraggrenade|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
288,      image,image,whisp_spiral,0.0,0.0,|gfx_fxt_smk_whisp_spiral|material|weapon/muzzleflashes/fx_sw357|fx|sp/zombie_sw_357|weapon|../zone_source/mod.csv|csv
289,    material,material,gfx_fxt_smk_whisp_spiral,0.1,0.1,|weapon/muzzleflashes/fx_sw357|fx|sp/zombie_sw_357|weapon|../zone_source/mod.csv|csv
290,  fx,fx,weapon/muzzleflashes/pistolflash_view,2.2,2.4,|sp/zombie_colt|weapon|../zone_source/mod.csv|csv
291,      image,image,fxt_muz_vert_gen,0.0,0.0,|gfx_fxt_muz_vert_gen|material|weapon/muzzleflashes/fx_flamethrower_world|fx|sp/m2_flamethrower_zombie_upgraded|weapon|../zone_source/mod.csv|csv
292,    material,material,gfx_fxt_muz_vert_gen,0.1,0.2,|weapon/muzzleflashes/fx_flamethrower_world|fx|sp/m2_flamethrower_zombie_upgraded|weapon|../zone_source/mod.csv|csv
293,  fx,fx,weapon/muzzleflashes/pistolflash,2.7,2.9,|sp/zombie_colt|weapon|../zone_source/mod.csv|csv
294,      image,image,~fx_shell_spc-rgb&fx_shell_cos-l-11,0.0,0.0,|mc/mtl_fx_shell|material|fx_rifle_shell|xmodel|weapon/shellejects/fx_ptrs|fx|sp/ptrs41_zombie_upgraded|weapon|../zone_source/mod.csv|csv
295,      image,image,fx_shell_nml,0.0,0.0,|mc/mtl_fx_shell|material|fx_rifle_shell|xmodel|weapon/shellejects/fx_ptrs|fx|sp/ptrs41_zombie_upgraded|weapon|../zone_source/mod.csv|csv
296,      image,image,fx_shell_col,0.0,0.0,|mc/mtl_fx_shell|material|fx_rifle_shell|xmodel|weapon/shellejects/fx_ptrs|fx|sp/ptrs41_zombie_upgraded|weapon|../zone_source/mod.csv|csv
297,    material,material,mc/mtl_fx_shell,0.2,0.3,|fx_rifle_shell|xmodel|weapon/shellejects/fx_ptrs|fx|sp/ptrs41_zombie_upgraded|weapon|../zone_source/mod.csv|csv
298,  xmodel,xmodel,fx_pistol_shell,3.7,4.0,|weapon/shellejects/fx_ppsh|fx|sp/zombie_ppsh_upgraded|weapon|../zone_source/mod.csv|csv
299,  fx,fx,weapon/shellejects/pistol_resting,0.6,0.6,|weapon/shellejects/pistol_view_blurred01|fx|weapon/shellejects/pistol_view|fx|sp/zombie_type100_smg_upgraded|weapon|../zone_source/mod.csv|csv
300,  fx,fx,weapon/shellejects/pistol_view_blurred01,1.1,1.1,|weapon/shellejects/pistol_view|fx|sp/zombie_type100_smg_upgraded|weapon|../zone_source/mod.csv|csv
301,  fx,fx,weapon/shellejects/pistol_view,1.0,1.0,|sp/zombie_type100_smg_upgraded|weapon|../zone_source/mod.csv|csv
302,  fx,fx,weapon/shellejects/pistol,0.6,0.6,|sp/zombie_type100_smg_upgraded|weapon|../zone_source/mod.csv|csv
303,  xanim,xanim,viewmodel_colt45_idle,1.5,1.5,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
304,  xanim,xanim,viewmodel_colt45_idle_empty,1.5,1.5,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
305,  xanim,xanim,viewmodel_colt45_fire,2.0,2.0,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
306,  xanim,xanim,viewmodel_colt45_lastshot,2.1,2.1,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
307,  xanim,xanim,viewmodel_knife_slash,2.7,2.7,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
308,  xanim,xanim,viewmodel_knife_stick,3.5,3.5,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
309,  xanim,xanim,viewmodel_colt45_reload_notempty,11.9,11.9,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
310,  xanim,xanim,viewmodel_colt45_reload,13.8,13.8,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
311,  xanim,xanim,viewmodel_colt45_pullout,3.3,3.3,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
312,  xanim,xanim,viewmodel_colt45_putaway,3.2,3.2,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
313,  xanim,xanim,viewmodel_colt45_pullout_fast,2.7,2.7,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
314,  xanim,xanim,viewmodel_colt45_putaway_fast,2.8,2.8,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
315,  xanim,xanim,viewmodel_colt45_pullout_empty,3.1,3.1,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
316,  xanim,xanim,viewmodel_colt45_putaway_empty,3.1,3.1,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
317,  xanim,xanim,viewmodel_colt45_ads_fire,1.9,1.9,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
318,  xanim,xanim,viewmodel_colt45_ads_up,0.2,0.2,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
319,  xanim,xanim,viewmodel_colt45_ads_down,0.2,0.2,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
320,  weapon,weapon,colt,0.2,0.2,|sp/colt|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
321,  techset,techset,mc_l_sm_b0c0n0s0,36.0,36.0,|mc/mtl_vacuum_tube_glass|material|viewmodel_zombie_tesla_up|xmodel|sp/tesla_gun_upgraded|weapon|../zone_source/mod.csv|csv
322,  techset,techset,mc_l_sm_b0c0,23.0,23.0,|mc/gfx_crater_dirt|material|env/fire/fx_flamethrower_ember_splash_large|fx|weapon/muzzleflashes/fx_flamethrower_world|fx|sp/m2_flamethrower_zombie_upgraded|weapon|../zone_source/mod.csv|csv
323,  techset,techset,mc_l_sm_b0c0s0,29.0,29.0,|mc/mtl_zombie_beaker_glass|material|zombie_beaker_med|xmodel|sp/zombie_item_beaker|weapon|../zone_source/mod.csv|csv
324,  techset,techset,mc_l_sm_b0c0n0,22.5,22.5,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
325,  techset,techset,mc_l_hsm_b0c0,10.9,10.9,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
326,  techset,techset,mc_l_hsm_b0c0s0,15.1,15.1,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
327,  techset,techset,mc_l_hsm_b0c0n0,12.1,12.1,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
328,  techset,techset,mc_l_hsm_b0c0n0s0,16.4,16.4,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
329,      image,image,~zombie_perkbottle_jugg_out_s~14f499c3,0.0,0.0,|mc/mtl_zombie_perk_bottle_sleight|material|zombie_vending_sleight_on|xmodel|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
330,      image,image,zombie_perkbottle_jugg_n,0.0,0.0,|mc/mtl_zombie_vending_sign_frame|material|zombie_vending_sleight_on|xmodel|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
331,      image,image,zombie_perkbottle_dbltap_in_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_dbltap_in|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
332,    material,material,mc/mtl_zombie_perk_bottle_dbltap_in,0.2,0.3,|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
333,      image,image,zombie_perkbottle_dbltap_out_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_dbltap_out|material|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
334,    material,material,mc/mtl_zombie_perk_bottle_dbltap_out,0.2,0.3,|zombie_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
335,  xmodel,xmodel,zombie_perk_bottle_doubletap,31.8,32.4,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
336,      image,image,zombie_perkbottle_dbltap_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_dbltap|material|zombie_3rd_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
337,    material,material,mc/mtl_zombie_perk_bottle_dbltap,0.2,0.3,|zombie_3rd_perk_bottle_doubletap|xmodel|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
338,  xmodel,xmodel,zombie_3rd_perk_bottle_doubletap,19.3,19.6,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
339,  xanim,xanim,viewmodel_zombie_perksacola_idle,1.7,1.7,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
340,  xanim,xanim,viewmodel_zombie_perksacola_lower,2.8,2.8,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
341,  xanim,xanim,viewmodel_zombie_perksacola_drink,11.2,11.2,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
342,  weapon,weapon,zombie_perk_bottle_doubletap,0.1,0.1,|sp/zombie_perk_bottle_doubletap|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
343,      image,image,zombie_perkbottle_jugg_in_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_jugg_in|material|zombie_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
344,    material,material,mc/mtl_zombie_perk_bottle_jugg_in,0.2,0.3,|zombie_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
345,      image,image,zombie_perkbottle_jugg_out_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_jugg_out|material|zombie_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
346,    material,material,mc/mtl_zombie_perk_bottle_jugg_out,0.2,0.3,|zombie_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
347,  xmodel,xmodel,zombie_perk_bottle_jugg,0.4,0.9,|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
348,      image,image,zombie_perkbottle_jugg_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_jugg|material|zombie_3rd_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
349,    material,material,mc/mtl_zombie_perk_bottle_jugg,0.2,0.3,|zombie_3rd_perk_bottle_jugg|xmodel|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
350,  xmodel,xmodel,zombie_3rd_perk_bottle_jugg,0.3,0.6,|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
351,  weapon,weapon,zombie_perk_bottle_jugg,0.0,0.0,|sp/zombie_perk_bottle_jugg|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
352,      image,image,zombie_perkbottle_revive_in_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_revive_in|material|zombie_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
353,    material,material,mc/mtl_zombie_perk_bottle_revive_in,0.2,0.3,|zombie_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
354,      image,image,zombie_perkbottle_revive_out_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_revive_out|material|zombie_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
355,    material,material,mc/mtl_zombie_perk_bottle_revive_out,0.2,0.3,|zombie_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
356,  xmodel,xmodel,zombie_perk_bottle_revive,0.4,0.9,|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
357,      image,image,zombie_perkbottle_revive_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_revive|material|zombie_3rd_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
358,    material,material,mc/mtl_zombie_perk_bottle_revive,0.2,0.3,|zombie_3rd_perk_bottle_revive|xmodel|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
359,  xmodel,xmodel,zombie_3rd_perk_bottle_revive,0.3,0.6,|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
360,  weapon,weapon,zombie_perk_bottle_revive,0.0,0.0,|sp/zombie_perk_bottle_revive|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
361,      image,image,zombie_perkbottle_sleight_in_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_sleight_in|material|zombie_perk_bottle_sleight|xmodel|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
362,    material,material,mc/mtl_zombie_perk_bottle_sleight_in,0.2,0.3,|zombie_perk_bottle_sleight|xmodel|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
363,      image,image,zombie_perkbottle_sleight_out_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_sleight_out|material|zombie_perk_bottle_sleight|xmodel|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
364,    material,material,mc/mtl_zombie_perk_bottle_sleight_out,0.2,0.3,|zombie_perk_bottle_sleight|xmodel|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
365,  xmodel,xmodel,zombie_perk_bottle_sleight,0.4,0.9,|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
366,      image,image,zombie_perkbottle_sleight_c,0.0,0.0,|mc/mtl_zombie_perk_bottle_sleight|material|zombie_vending_sleight_on|xmodel|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
367,    material,material,mc/mtl_zombie_perk_bottle_sleight,0.2,0.3,|zombie_vending_sleight_on|xmodel|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
368,  xmodel,xmodel,zombie_3rd_perk_bottle_sleight,0.3,0.6,|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
369,  weapon,weapon,zombie_perk_bottle_sleight,0.0,0.0,|sp/zombie_perk_bottle_sleight|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
370,      image,image,~usa_knife_bowie_s-rgbl-11,0.0,0.0,|mc/mtl_weapon_bowie_knife|material|viewmodel_knife_bowie|xmodel|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
371,      image,image,usa_knife_bowie_n,0.0,0.0,|mc/mtl_weapon_bowie_knife|material|viewmodel_knife_bowie|xmodel|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
372,      image,image,usa_knife_bowie_c,0.0,0.0,|mc/mtl_weapon_bowie_knife|material|viewmodel_knife_bowie|xmodel|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
373,    material,material,mc/mtl_weapon_bowie_knife,0.2,0.3,|viewmodel_knife_bowie|xmodel|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
374,  xmodel,xmodel,viewmodel_knife_bowie,20.0,20.3,|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
375,  xanim,xanim,viewmodel_zombie_bowie,7.1,7.1,|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
376,  weapon,weapon,zombie_bowie_flourish,0.0,0.0,|sp/zombie_bowie_flourish|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
377,  xmodel,xmodel,viewmodel_usa_no_model,1.0,1.0,|sp/falling_hands|weapon|../zone_source/mod.csv|csv
378,  xanim,xanim,viewmodel_zombie_packopunch,21.3,21.3,|sp/zombie_knuckle_crack|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
379,  weapon,weapon,zombie_knuckle_crack,0.0,0.0,|sp/zombie_knuckle_crack|weapon|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
380,  xanim,xanim,ai_zombie_attack_forward_v1,26.1,26.1,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
381,  xanim,xanim,ai_zombie_attack_forward_v2,37.0,37.0,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
382,  xanim,xanim,ai_zombie_attack_v1,20.4,20.4,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
383,  xanim,xanim,ai_zombie_attack_v2,71.7,71.7,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
384,  xanim,xanim,ai_zombie_attack_v3,19.6,19.6,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
385,  xanim,xanim,ai_zombie_attack_v4,18.9,18.9,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
386,  xanim,xanim,ai_zombie_attack_v6,31.4,31.4,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
387,  xanim,xanim,ai_zombie_walk_attack_v1,24.8,24.8,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
388,  xanim,xanim,ai_zombie_walk_attack_v2,22.9,22.9,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
389,  xanim,xanim,ai_zombie_walk_attack_v3,26.8,26.8,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
390,  xanim,xanim,ai_zombie_walk_attack_v4,31.9,31.9,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
391,  xanim,xanim,ai_zombie_run_attack_v1,13.5,13.5,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
392,  xanim,xanim,ai_zombie_run_attack_v2,10.7,10.7,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
393,  xanim,xanim,ai_zombie_run_attack_v3,15.1,15.1,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
394,  xanim,xanim,ai_zombie_run_attack_v4,14.5,14.5,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
395,  xanim,xanim,ai_zombie_crawl_death_v1,15.2,15.2,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
396,  xanim,xanim,ai_zombie_crawl_death_v2,14.2,14.2,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
397,  xanim,xanim,ai_zombie_death_v1,22.9,22.9,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
398,  xanim,xanim,ai_zombie_death_v2,25.3,25.3,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
399,  xanim,xanim,ai_zombie_tesla_death_a,49.4,49.4,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
400,  xanim,xanim,ai_zombie_tesla_death_b,45.6,45.6,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
401,  xanim,xanim,ai_zombie_tesla_death_c,50.0,50.0,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
402,  xanim,xanim,ai_zombie_tesla_death_d,49.4,49.4,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
403,  xanim,xanim,ai_zombie_tesla_death_e,34.9,34.9,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
404,  xanim,xanim,ai_zombie_tesla_crawl_death_a,24.8,24.8,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
405,  xanim,xanim,ai_zombie_tesla_crawl_death_b,23.7,23.7,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
406,  xanim,xanim,ai_zombie_door_pound_v1,66.7,66.7,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
407,  xanim,xanim,ai_zombie_door_pound_v2,75.0,75.0,|../zone_source/zombiemode.csv|csv|../zone_source/mod.csv|csv
